images,labels
"[[[ 58  99 121]
  [ 56  94 119]
  [ 58  96 120]
  ..., 
  [196 248 255]
  [196 248 255]
  [196 248 255]]

 [[ 57  98 121]
  [ 56  93 119]
  [ 59  96 122]
  ..., 
  [195 247 254]
  [195 247 254]
  [195 247 254]]

 [[ 61  98 126]
  [ 58  95 122]
  [ 60  97 123]
  ..., 
  [195 247 254]
  [195 247 254]
  [195 247 254]]

 ..., 
 [[ 12  18  25]
  [ 15  18  29]
  [ 11  15  26]
  ..., 
  [ 29  41  52]
  [ 31  41  51]
  [ 31  39  52]]

 [[ 10  16  23]
  [ 14  17  28]
  [ 13  17  28]
  ..., 
  [ 26  38  50]
  [ 34  43  56]
  [ 19  28  38]]

 [[  8  14  21]
  [ 14  17  28]
  [ 14  18  29]
  ..., 
  [ 23  34  48]
  [ 25  35  47]
  [ 22  30  43]]]",1
"[[[ 57  95 118]
  [ 61  97 121]
  [ 62  95 121]
  ..., 
  [196 248 255]
  [196 248 255]
  [195 247 254]]

 [[ 56  92 117]
  [ 57  92 118]
  [ 62  95 121]
  ..., 
  [195 247 254]
  [195 247 254]
  [195 247 254]]

 [[ 62  96 122]
  [ 60  95 121]
  [ 61  94 120]
  ..., 
  [195 247 254]
  [195 247 254]
  [195 247 254]]

 ..., 
 [[ 15  16  26]
  [ 18  20  31]
  [ 11  13  24]
  ..., 
  [ 32  43  57]
  [ 30  38  51]
  [ 24  29  44]]

 [[ 24  25  35]
  [ 16  18  29]
  [ 14  16  27]
  ..., 
  [ 27  39  53]
  [ 31  41  53]
  [ 26  32  47]]

 [[ 17  18  28]
  [ 25  27  38]
  [ 11  13  24]
  ..., 
  [ 25  38  52]
  [ 30  40  52]
  [ 22  29  44]]]",1
"[[[ 66 103 129]
  [ 60  99 124]
  [ 61 101 126]
  ..., 
  [196 248 255]
  [196 248 255]
  [196 248 255]]

 [[ 48  85 111]
  [ 66 104 130]
  [ 59  99 124]
  ..., 
  [195 247 254]
  [195 247 254]
  [195 247 254]]

 [[ 62  97 121]
  [ 58  93 119]
  [ 56  93 119]
  ..., 
  [195 247 254]
  [195 247 254]
  [195 247 254]]

 ..., 
 [[ 60  73  87]
  [ 30  34  42]
  [ 17  18  22]
  ..., 
  [ 32  43  57]
  [ 28  36  52]
  [ 26  34  47]]

 [[ 65  76  90]
  [ 45  48  57]
  [ 21  22  26]
  ..., 
  [ 28  40  52]
  [ 32  42  55]
  [ 32  38  50]]

 [[ 68  79  93]
  [ 57  62  70]
  [ 19  20  24]
  ..., 
  [ 30  41  55]
  [ 33  45  59]
  [ 24  28  46]]]",1
"[[[ 59  98 123]
  [ 52  93 118]
  [ 53  94 119]
  ..., 
  [196 248 255]
  [196 248 255]
  [196 248 255]]

 [[ 59  96 122]
  [ 58  96 122]
  [ 60 100 125]
  ..., 
  [195 247 254]
  [195 247 254]
  [195 247 254]]

 [[ 65 102 128]
  [ 66 103 129]
  [ 60 100 125]
  ..., 
  [195 247 254]
  [195 247 254]
  [195 247 254]]

 ..., 
 [[ 51  62  76]
  [ 58  72  87]
  [ 62  84  92]
  ..., 
  [ 34  45  59]
  [ 30  39  50]
  [ 24  31  39]]

 [[ 49  59  76]
  [ 51  66  80]
  [ 63  81  89]
  ..., 
  [ 32  43  57]
  [ 24  35  45]
  [ 26  32  43]]

 [[ 56  66  83]
  [ 56  72  80]
  [ 55  73  82]
  ..., 
  [ 25  38  52]
  [ 28  39  52]
  [ 25  32  47]]]",1
"[[[ 57  98 123]
  [ 64 102 128]
  [ 60  97 123]
  ..., 
  [196 248 255]
  [196 248 255]
  [196 248 255]]

 [[ 59 100 125]
  [ 60 101 126]
  [ 57  94 120]
  ..., 
  [195 247 254]
  [195 247 254]
  [195 247 254]]

 [[ 60 101 126]
  [ 60  96 122]
  [ 63 100 126]
  ..., 
  [195 247 254]
  [195 247 254]
  [195 247 254]]

 ..., 
 [[ 83 113 130]
  [ 64  74  90]
  [ 57  68  81]
  ..., 
  [ 29  40  54]
  [ 29  40  52]
  [ 22  32  42]]

 [[116 158 175]
  [ 57  73  91]
  [ 54  68  82]
  ..., 
  [ 25  36  50]
  [ 25  36  48]
  [ 22  31  45]]

 [[131 177 194]
  [ 58  78  96]
  [ 51  65  83]
  ..., 
  [ 20  31  45]
  [ 26  36  51]
  [ 21  30  44]]]",1
"[[[ 55  95 120]
  [ 56  96 121]
  [ 55  95 120]
  ..., 
  [196 248 255]
  [196 248 255]
  [196 248 255]]

 [[ 57  96 120]
  [ 58  99 123]
  [ 67 107 132]
  ..., 
  [195 247 254]
  [195 247 254]
  [195 247 254]]

 [[ 57  96 118]
  [ 63 103 127]
  [ 58  98 123]
  ..., 
  [195 247 254]
  [195 247 254]
  [195 247 254]]

 ..., 
 [[125 174 202]
  [ 73  96 112]
  [ 53  70  83]
  ..., 
  [ 31  43  55]
  [ 30  42  51]
  [ 29  29  41]]

 [[124 179 206]
  [113 148 171]
  [ 65  83  96]
  ..., 
  [ 33  45  57]
  [ 28  40  48]
  [ 26  28  39]]

 [[127 180 207]
  [134 175 203]
  [ 87 110 131]
  ..., 
  [ 24  35  49]
  [ 30  43  51]
  [ 29  35  44]]]",1
"[[[ 54  96 119]
  [ 66 106 131]
  [ 59  97 121]
  ..., 
  [196 248 255]
  [196 248 255]
  [196 248 255]]

 [[ 62 105 126]
  [ 55  95 119]
  [ 57  94 120]
  ..., 
  [195 247 254]
  [195 247 254]
  [195 247 254]]

 [[ 53  95 118]
  [ 55  94 119]
  [ 57  95 119]
  ..., 
  [195 247 254]
  [195 247 254]
  [195 247 254]]

 ..., 
 [[124 176 204]
  [100 135 151]
  [ 86 111 121]
  ..., 
  [ 40  52  58]
  [ 29  36  49]
  [ 23  32  42]]

 [[125 180 208]
  [137 177 199]
  [ 85 111 123]
  ..., 
  [ 24  35  43]
  [ 27  36  47]
  [ 31  36  51]]

 [[128 184 213]
  [131 182 208]
  [ 85 114 125]
  ..., 
  [ 26  35  48]
  [ 29  39  51]
  [ 27  31  42]]]",1
"[[[ 58  99 124]
  [ 55  92 117]
  [ 56  94 118]
  ..., 
  [196 248 255]
  [196 248 255]
  [196 248 255]]

 [[ 56  96 121]
  [ 55  94 116]
  [ 56  99 117]
  ..., 
  [197 246 254]
  [198 247 255]
  [198 247 255]]

 [[ 51  92 115]
  [ 53  95 116]
  [ 56  97 119]
  ..., 
  [196 245 253]
  [198 247 255]
  [198 247 255]]

 ..., 
 [[125 182 211]
  [130 173 194]
  [ 88 114 128]
  ..., 
  [ 29  41  53]
  [ 28  39  51]
  [ 23  30  41]]

 [[129 184 215]
  [127 182 204]
  [ 81 108 125]
  ..., 
  [ 28  39  53]
  [ 24  36  49]
  [ 16  25  37]]

 [[129 185 213]
  [127 182 207]
  [113 136 161]
  ..., 
  [ 28  39  53]
  [ 22  34  47]
  [ 20  27  40]]]",1
"[[[ 59  96 122]
  [ 59  94 118]
  [ 59  95 119]
  ..., 
  [196 248 255]
  [196 248 255]
  [196 248 255]]

 [[ 51  89 115]
  [ 64  98 123]
  [ 63  99 123]
  ..., 
  [197 246 254]
  [198 247 255]
  [198 247 255]]

 [[ 54  91 117]
  [ 58  93 119]
  [ 61  98 124]
  ..., 
  [196 245 253]
  [197 246 254]
  [198 247 255]]

 ..., 
 [[132 184 213]
  [129 176 200]
  [ 86 116 133]
  ..., 
  [ 22  32  42]
  [ 28  36  51]
  [ 19  30  38]]

 [[128 180 210]
  [133 183 205]
  [ 86 122 139]
  ..., 
  [ 25  35  47]
  [ 27  37  49]
  [ 25  37  41]]

 [[126 182 211]
  [128 182 206]
  [105 144 163]
  ..., 
  [ 27  36  49]
  [ 29  38  51]
  [ 23  33  40]]]",1
"[[[ 49  86 112]
  [ 60  95 121]
  [ 58  94 120]
  ..., 
  [196 248 255]
  [196 248 255]
  [196 248 255]]

 [[ 56  93 119]
  [ 57  97 122]
  [ 57  97 122]
  ..., 
  [196 248 255]
  [197 247 255]
  [198 247 255]]

 [[ 57  97 122]
  [ 62  98 124]
  [ 59  96 122]
  ..., 
  [197 246 254]
  [198 247 255]
  [198 247 255]]

 ..., 
 [[134 182 210]
  [100 139 159]
  [ 89 118 132]
  ..., 
  [ 29  40  48]
  [ 24  35  40]
  [ 19  28  37]]

 [[128 183 211]
  [129 174 198]
  [ 82 112 127]
  ..., 
  [ 22  33  44]
  [ 27  38  46]
  [ 19  29  38]]

 [[129 183 213]
  [129 181 206]
  [ 79 111 131]
  ..., 
  [ 23  34  48]
  [ 25  35  46]
  [ 26  31  40]]]",1
"[[[ 53  93 118]
  [ 55  95 120]
  [ 57  98 121]
  ..., 
  [196 248 255]
  [196 248 255]
  [196 248 255]]

 [[ 55  95 120]
  [ 55  95 120]
  [ 54  95 118]
  ..., 
  [196 248 255]
  [197 247 255]
  [198 247 255]]

 [[ 57  97 122]
  [ 53  93 118]
  [ 57  98 121]
  ..., 
  [198 247 255]
  [198 247 255]
  [198 247 255]]

 ..., 
 [[132 183 209]
  [130 174 197]
  [ 77 103 123]
  ..., 
  [ 30  36  49]
  [ 28  36  48]
  [ 22  31  41]]

 [[131 182 214]
  [137 181 208]
  [ 87 116 137]
  ..., 
  [ 31  38  52]
  [ 22  31  41]
  [ 16  25  35]]

 [[132 184 214]
  [135 183 209]
  [116 153 177]
  ..., 
  [ 26  35  49]
  [ 28  36  49]
  [ 22  31  41]]]",1
"[[[ 55  93 117]
  [ 59  98 122]
  [ 46  86 111]
  ..., 
  [196 248 255]
  [196 248 255]
  [196 248 255]]

 [[ 58  95 121]
  [ 60  99 123]
  [ 54  94 119]
  ..., 
  [196 248 255]
  [197 248 255]
  [198 247 255]]

 [[ 61  98 124]
  [ 60  99 123]
  [ 51  91 116]
  ..., 
  [198 247 255]
  [198 247 255]
  [198 247 255]]

 ..., 
 [[128 183 214]
  [131 173 203]
  [ 84 111 131]
  ..., 
  [ 26  37  45]
  [ 26  35  48]
  [ 24  30  41]]

 [[126 181 212]
  [138 182 212]
  [ 78 110 133]
  ..., 
  [ 26  35  48]
  [ 28  38  46]
  [ 19  26  35]]

 [[129 187 210]
  [129 181 209]
  [129 170 194]
  ..., 
  [ 21  34  42]
  [ 27  36  49]
  [ 20  26  37]]]",1
"[[[ 58  99 122]
  [ 60  95 121]
  [ 58  95 121]
  ..., 
  [196 248 255]
  [196 248 255]
  [196 248 255]]

 [[ 50  90 115]
  [ 56  96 121]
  [ 54  94 119]
  ..., 
  [196 248 255]
  [197 247 255]
  [198 247 255]]

 [[ 54  94 119]
  [ 55  94 119]
  [ 59  99 124]
  ..., 
  [198 247 255]
  [198 247 255]
  [198 247 255]]

 ..., 
 [[127 178 210]
  [123 166 192]
  [ 84 106 122]
  ..., 
  [ 40  49  63]
  [ 28  36  46]
  [ 23  31  38]]

 [[123 174 207]
  [130 176 202]
  [ 98 127 147]
  ..., 
  [ 25  34  47]
  [ 24  32  42]
  [ 23  31  39]]

 [[127 178 211]
  [127 179 205]
  [114 157 180]
  ..., 
  [ 22  33  49]
  [ 24  32  45]
  [ 21  29  41]]]",1
"[[[ 61  98 124]
  [ 56  92 117]
  [ 59  95 119]
  ..., 
  [195 247 254]
  [196 248 255]
  [196 248 255]]

 [[ 51  89 113]
  [ 57  95 119]
  [ 54  93 115]
  ..., 
  [196 248 255]
  [197 248 255]
  [198 247 255]]

 [[ 54  95 118]
  [ 47  87 109]
  [ 58  97 119]
  ..., 
  [195 247 254]
  [197 247 255]
  [198 247 255]]

 ..., 
 [[127 174 204]
  [133 174 194]
  [ 76  98 109]
  ..., 
  [ 30  39  52]
  [ 26  34  45]
  [ 21  30  40]]

 [[125 175 203]
  [126 174 196]
  [ 93 124 138]
  ..., 
  [ 26  35  48]
  [ 22  30  42]
  [ 20  29  39]]

 [[121 174 201]
  [123 175 198]
  [108 147 162]
  ..., 
  [ 24  34  44]
  [ 27  35  48]
  [ 23  32  42]]]",1
"[[[ 64  96 119]
  [ 56  93 113]
  [ 55  92 112]
  ..., 
  [196 248 255]
  [196 248 255]
  [196 248 255]]

 [[ 58  94 114]
  [ 58  95 116]
  [ 53  90 112]
  ..., 
  [196 248 255]
  [197 247 255]
  [198 247 255]]

 [[ 57  94 114]
  [ 59  96 118]
  [ 58  94 118]
  ..., 
  [195 247 254]
  [197 248 255]
  [198 247 255]]

 ..., 
 [[130 177 205]
  [131 173 194]
  [ 82 106 118]
  ..., 
  [ 31  41  51]
  [ 22  29  42]
  [ 25  31  42]]

 [[129 175 203]
  [129 176 199]
  [ 88 123 140]
  ..., 
  [ 28  39  53]
  [ 29  35  50]
  [ 21  27  38]]

 [[128 172 201]
  [131 174 199]
  [128 164 188]
  ..., 
  [ 22  33  48]
  [ 33  41  52]
  [ 25  31  42]]]",1
"[[[ 60 100 125]
  [ 57  96 121]
  [ 55  93 117]
  ..., 
  [196 248 255]
  [196 248 255]
  [196 248 255]]

 [[ 57  97 122]
  [ 59  99 123]
  [ 57  98 121]
  ..., 
  [196 248 255]
  [197 247 255]
  [198 247 255]]

 [[ 58  99 122]
  [ 59 100 123]
  [ 60 102 125]
  ..., 
  [195 247 254]
  [197 247 255]
  [198 247 255]]

 ..., 
 [[128 175 203]
  [126 178 204]
  [ 91 127 143]
  ..., 
  [ 28  39  47]
  [ 23  33  41]
  [ 26  32  43]]

 [[124 172 200]
  [124 175 201]
  [126 171 187]
  ..., 
  [ 28  40  46]
  [ 30  39  49]
  [ 20  27  36]]

 [[122 172 202]
  [124 174 200]
  [125 176 192]
  ..., 
  [ 25  35  47]
  [ 28  37  48]
  [ 23  30  39]]]",1
"[[[ 58  98 123]
  [ 61 101 126]
  [ 50  90 115]
  ..., 
  [196 248 255]
  [196 248 255]
  [196 248 255]]

 [[ 52  92 117]
  [ 58  98 123]
  [ 57  97 122]
  ..., 
  [196 248 255]
  [197 247 255]
  [198 247 255]]

 [[ 56  96 121]
  [ 62 102 127]
  [ 61 101 126]
  ..., 
  [195 247 254]
  [197 247 255]
  [198 247 255]]

 ..., 
 [[129 176 204]
  [127 171 194]
  [ 77 102 122]
  ..., 
  [ 30  39  52]
  [ 22  35  41]
  [ 26  34  47]]

 [[127 175 203]
  [128 172 201]
  [108 137 161]
  ..., 
  [ 28  40  52]
  [ 29  40  48]
  [ 23  31  44]]

 [[127 178 208]
  [126 174 205]
  [124 163 188]
  ..., 
  [ 21  35  47]
  [ 25  35  46]
  [ 20  31  40]]]",1
"[[[ 54  91 117]
  [ 60  98 124]
  [ 50  87 113]
  ..., 
  [193 249 254]
  [194 250 255]
  [194 250 255]]

 [[ 48  83 111]
  [ 63 100 126]
  [ 61  98 124]
  ..., 
  [194 248 255]
  [195 249 255]
  [194 248 255]]

 [[ 61  95 124]
  [ 60  96 122]
  [ 59  96 122]
  ..., 
  [194 248 255]
  [193 247 254]
  [193 247 254]]

 ..., 
 [[123 172 195]
  [ 79 102 124]
  [ 68  94 106]
  ..., 
  [ 29  38  51]
  [ 28  35  48]
  [ 27  34  43]]

 [[122 172 200]
  [ 99 134 154]
  [ 65  89 101]
  ..., 
  [ 33  42  55]
  [ 34  42  52]
  [ 26  33  42]]

 [[118 175 197]
  [122 166 188]
  [ 65  87  98]
  ..., 
  [ 24  34  44]
  [ 29  40  46]
  [ 17  27  34]]]",1
"[[[ 56  97 120]
  [ 63 100 123]
  [ 59  95 119]
  ..., 
  [194 250 255]
  [196 249 255]
  [198 247 255]]

 [[ 57  98 121]
  [ 60  96 121]
  [ 60  95 121]
  ..., 
  [194 250 255]
  [196 248 255]
  [198 247 255]]

 [[ 54  94 119]
  [ 64  99 124]
  [ 66  99 125]
  ..., 
  [194 248 255]
  [196 248 255]
  [198 247 255]]

 ..., 
 [[ 98 128 145]
  [ 72  92 109]
  [ 77  99 115]
  ..., 
  [ 31  40  54]
  [ 26  34  49]
  [ 29  34  43]]

 [[134 175 193]
  [ 86 105 124]
  [ 73  95 111]
  ..., 
  [ 25  34  47]
  [ 30  38  52]
  [ 17  28  32]]

 [[130 175 196]
  [ 91 116 131]
  [ 75  95 112]
  ..., 
  [ 32  39  54]
  [ 29  37  51]
  [ 21  25  39]]]",1
"[[[ 54 104 144]
  [ 44  91 130]
  [ 48  93 131]
  ..., 
  [159 236 255]
  [159 236 255]
  [160 236 255]]

 [[ 45  95 135]
  [ 48  96 137]
  [ 45  94 130]
  ..., 
  [157 233 255]
  [158 235 255]
  [158 235 254]]

 [[ 48  93 134]
  [ 46  95 135]
  [ 50  98 140]
  ..., 
  [157 233 255]
  [158 234 255]
  [157 233 255]]

 ..., 
 [[ 48  72  96]
  [ 39  63  89]
  [ 56  80 108]
  ..., 
  [ 21  33  51]
  [ 17  28  42]
  [ 23  33  50]]

 [[ 45  69  92]
  [ 35  59  84]
  [ 52  77 103]
  ..., 
  [ 21  32  54]
  [ 24  35  50]
  [ 13  23  40]]

 [[ 47  71  99]
  [ 32  57  76]
  [ 55  79 102]
  ..., 
  [ 20  34  53]
  [ 16  30  46]
  [ 16  27  41]]]",1
"[[[ 47  89 130]
  [ 47  92 127]
  [ 40  86 120]
  ..., 
  [160 236 255]
  [161 237 255]
  [161 237 255]]

 [[ 41  86 123]
  [ 49  93 130]
  [ 47  92 130]
  ..., 
  [159 235 254]
  [160 236 255]
  [160 236 255]]

 [[ 46  91 128]
  [ 45  90 126]
  [ 54  98 135]
  ..., 
  [160 235 255]
  [158 234 254]
  [159 234 255]]

 ..., 
 [[ 51  76  96]
  [ 38  60  78]
  [ 35  60  76]
  ..., 
  [ 19  32  48]
  [ 15  25  43]
  [ 16  25  39]]

 [[ 51  75  97]
  [ 48  71  87]
  [ 38  62  80]
  ..., 
  [ 15  27  45]
  [ 20  30  48]
  [ 15  25  39]]

 [[ 52  76 100]
  [ 40  65  81]
  [ 39  61  79]
  ..., 
  [ 19  31  50]
  [ 20  30  46]
  [ 12  23  37]]]",1
"[[[ 42  88 122]
  [ 44  92 125]
  [ 46  92 126]
  ..., 
  [161 237 255]
  [162 236 255]
  [161 234 254]]

 [[ 45  92 126]
  [ 45  91 126]
  [ 46  91 128]
  ..., 
  [159 234 255]
  [161 235 255]
  [162 235 255]]

 [[ 49  97 133]
  [ 51  95 132]
  [ 51  95 132]
  ..., 
  [159 234 255]
  [160 233 255]
  [161 234 254]]

 ..., 
 [[ 49  73  95]
  [ 45  68  87]
  [ 48  72  90]
  ..., 
  [ 14  25  39]
  [ 17  27  41]
  [ 12  20  33]]

 [[ 52  76  98]
  [ 40  63  81]
  [ 49  73  90]
  ..., 
  [ 16  27  41]
  [ 16  27  41]
  [ 13  21  35]]

 [[ 49  73  95]
  [ 40  63  82]
  [ 37  61  79]
  ..., 
  [ 17  28  42]
  [ 15  26  40]
  [ 11  20  34]]]",1
"[[[ 46  94 130]
  [ 51  96 133]
  [ 42  88 122]
  ..., 
  [162 235 255]
  [162 236 254]
  [162 236 254]]

 [[ 44  92 128]
  [ 44  89 126]
  [ 45  91 125]
  ..., 
  [160 233 253]
  [161 235 255]
  [161 237 255]]

 [[ 38  86 122]
  [ 47  92 129]
  [ 46  92 126]
  ..., 
  [160 233 253]
  [160 234 254]
  [159 235 254]]

 ..., 
 [[ 52  74 100]
  [ 37  56  80]
  [ 44  64  89]
  ..., 
  [ 24  30  41]
  [ 15  23  35]
  [ 13  22  32]]

 [[ 52  75  97]
  [ 44  62  88]
  [ 39  58  85]
  ..., 
  [ 15  24  34]
  [ 10  18  30]
  [ 13  22  32]]

 [[ 43  67  86]
  [ 42  63  84]
  [ 44  68  88]
  ..., 
  [ 13  22  35]
  [ 18  27  36]
  [  9  19  29]]]",1
"[[[ 47  93 127]
  [ 42  87 120]
  [ 42  87 121]
  ..., 
  [162 235 255]
  [164 237 255]
  [162 235 255]]

 [[ 41  89 123]
  [ 43  88 122]
  [ 41  87 119]
  ..., 
  [159 234 255]
  [161 234 255]
  [161 234 254]]

 [[ 41  86 123]
  [ 49  93 126]
  [ 50  93 126]
  ..., 
  [159 234 255]
  [160 233 254]
  [162 235 255]]

 ..., 
 [[ 46  70  92]
  [ 47  71  85]
  [ 44  62  79]
  ..., 
  [ 14  23  37]
  [ 15  24  35]
  [ 12  16  27]]

 [[ 46  70  92]
  [ 41  65  81]
  [ 44  63  80]
  ..., 
  [ 12  21  35]
  [ 17  26  37]
  [ 12  16  27]]

 [[ 42  67  87]
  [ 42  66  84]
  [ 38  57  72]
  ..., 
  [ 11  20  34]
  [ 16  25  37]
  [ 12  16  27]]]",1
"[[[ 49  91 128]
  [ 50  92 127]
  [ 48  93 128]
  ..., 
  [161 237 255]
  [161 237 255]
  [161 237 255]]

 [[ 47  91 128]
  [ 47  91 129]
  [ 43  86 125]
  ..., 
  [160 236 255]
  [160 236 255]
  [161 237 255]]

 [[ 43  88 125]
  [ 50  95 131]
  [ 51  97 131]
  ..., 
  [160 236 255]
  [158 234 253]
  [159 235 254]]

 ..., 
 [[ 50  73  96]
  [ 43  62  83]
  [ 49  69  87]
  ..., 
  [ 13  22  35]
  [ 12  20  34]
  [ 11  14  28]]

 [[ 50  71  98]
  [ 45  67  87]
  [ 41  62  80]
  ..., 
  [ 13  22  36]
  [ 13  22  35]
  [ 10  13  27]]

 [[ 47  71  91]
  [ 47  65  86]
  [ 46  66  84]
  ..., 
  [ 12  21  35]
  [ 13  21  35]
  [ 11  14  28]]]",1
"[[[ 49  90 122]
  [ 49  90 122]
  [ 46  88 117]
  ..., 
  [162 236 254]
  [162 236 255]
  [162 235 255]]

 [[ 45  89 120]
  [ 48  90 122]
  [ 47  89 118]
  ..., 
  [162 235 255]
  [162 235 255]
  [162 235 255]]

 [[ 47  90 123]
  [ 42  84 117]
  [ 45  87 116]
  ..., 
  [162 235 255]
  [162 235 254]
  [161 234 254]]

 ..., 
 [[ 48  72  90]
  [ 39  60  78]
  [ 48  68  85]
  ..., 
  [ 13  25  35]
  [  9  16  31]
  [ 12  15  29]]

 [[ 44  69  87]
  [ 40  61  81]
  [ 42  64  83]
  ..., 
  [  9  21  31]
  [ 14  22  36]
  [ 12  15  29]]

 [[ 49  75  92]
  [ 40  60  83]
  [ 44  64  89]
  ..., 
  [ 13  25  36]
  [ 15  23  36]
  [ 10  13  27]]]",1
"[[[ 50  89 121]
  [ 46  86 114]
  [ 42  82 111]
  ..., 
  [168 236 255]
  [169 237 255]
  [166 235 255]]

 [[ 46  86 114]
  [ 50  91 117]
  [ 45  86 111]
  ..., 
  [167 236 255]
  [166 235 255]
  [166 234 253]]

 [[ 46  86 115]
  [ 50  90 120]
  [ 48  87 118]
  ..., 
  [166 235 255]
  [165 233 255]
  [166 234 253]]

 ..., 
 [[ 39  58  73]
  [ 44  65  78]
  [ 35  51  68]
  ..., 
  [ 14  23  36]
  [ 13  22  32]
  [ 13  17  28]]

 [[ 54  70  86]
  [ 43  62  78]
  [ 33  47  65]
  ..., 
  [ 13  22  35]
  [ 15  24  34]
  [ 12  16  27]]

 [[ 50  65  87]
  [ 46  65  85]
  [ 42  60  79]
  ..., 
  [ 12  21  34]
  [ 13  22  32]
  [ 13  16  30]]]",1
"[[[ 43  83 108]
  [ 50  90 115]
  [ 46  86 111]
  ..., 
  [172 235 255]
  [172 235 255]
  [169 234 255]]

 [[ 52  89 116]
  [ 51  88 114]
  [ 52  89 116]
  ..., 
  [170 235 255]
  [169 234 254]
  [168 233 254]]

 [[ 50  87 115]
  [ 52  89 115]
  [ 50  87 115]
  ..., 
  [166 233 254]
  [168 234 255]
  [167 234 255]]

 ..., 
 [[ 53  69  81]
  [ 51  64  75]
  [ 54  67  81]
  ..., 
  [ 26  33  48]
  [ 22  30  45]
  [ 15  23  36]]

 [[ 47  62  81]
  [ 53  71  87]
  [ 55  70  86]
  ..., 
  [ 26  33  48]
  [ 23  31  44]
  [ 12  21  33]]

 [[ 57  75  92]
  [ 51  70  85]
  [ 52  72  87]
  ..., 
  [ 24  31  46]
  [ 25  33  48]
  [ 15  23  36]]]",1
"[[[ 55  96 121]
  [ 51  90 117]
  [ 45  86 111]
  ..., 
  [171 235 255]
  [170 235 255]
  [170 235 255]]

 [[ 52  87 113]
  [ 50  86 114]
  [ 58  96 126]
  ..., 
  [171 232 255]
  [170 233 254]
  [169 234 255]]

 [[ 61  94 120]
  [ 51  87 115]
  [ 52  90 120]
  ..., 
  [168 231 255]
  [169 233 254]
  [168 233 254]]

 ..., 
 [[ 70 104 130]
  [ 50  71  86]
  [ 45  69  81]
  ..., 
  [ 25  36  50]
  [ 23  32  47]
  [ 22  31  44]]

 [[ 97 132 158]
  [ 53  73  88]
  [ 50  71  85]
  ..., 
  [ 23  30  45]
  [ 22  33  47]
  [ 17  26  39]]

 [[ 95 130 156]
  [ 52  71  86]
  [ 44  65  80]
  ..., 
  [ 22  31  48]
  [ 16  27  42]
  [ 16  25  38]]]",1
"[[[ 60  99 127]
  [ 56  97 122]
  [ 53  93 121]
  ..., 
  [179 239 255]
  [179 239 255]
  [179 239 255]]

 [[ 56  96 124]
  [ 58  98 126]
  [ 54  94 122]
  ..., 
  [177 239 255]
  [176 238 255]
  [176 238 255]]

 [[ 56  99 126]
  [ 57  97 126]
  [ 57  97 125]
  ..., 
  [175 236 255]
  [176 238 255]
  [176 238 255]]

 ..., 
 [[ 99 147 183]
  [ 53  75  92]
  [ 55  74  87]
  ..., 
  [ 28  38  55]
  [ 20  29  43]
  [ 20  25  40]]

 [[ 99 147 181]
  [ 55  77  96]
  [ 47  69  81]
  ..., 
  [ 20  31  45]
  [ 23  33  49]
  [ 23  30  45]]

 [[100 146 180]
  [ 64  86 106]
  [ 43  64  79]
  ..., 
  [ 25  36  51]
  [ 23  34  48]
  [ 16  21  36]]]",1
"[[[ 51  97 128]
  [ 58 100 135]
  [ 50  89 127]
  ..., 
  [175 237 255]
  [177 239 255]
  [177 239 255]]

 [[ 54  98 129]
  [ 54  94 128]
  [ 57  97 132]
  ..., 
  [176 238 255]
  [175 238 255]
  [174 238 255]]

 [[ 56 100 131]
  [ 60 101 130]
  [ 57  98 131]
  ..., 
  [172 235 255]
  [173 237 255]
  [174 238 255]]

 ..., 
 [[102 154 194]
  [ 66  90 111]
  [ 58  77  98]
  ..., 
  [ 26  36  53]
  [ 19  29  42]
  [ 20  27  42]]

 [[102 153 193]
  [ 53  78 102]
  [ 53  72  93]
  ..., 
  [ 27  39  57]
  [ 27  38  52]
  [ 15  22  39]]

 [[ 99 151 191]
  [ 67  93 118]
  [ 52  68  89]
  ..., 
  [ 27  41  60]
  [ 22  34  46]
  [ 20  29  43]]]",1
"[[[ 52 100 134]
  [ 50  94 128]
  [ 53  94 133]
  ..., 
  [172 238 255]
  [172 239 254]
  [172 239 254]]

 [[ 46  97 130]
  [ 56 102 136]
  [ 52  95 134]
  ..., 
  [169 237 255]
  [170 239 255]
  [170 239 254]]

 [[ 56 107 140]
  [ 56 102 136]
  [ 54  98 135]
  ..., 
  [168 236 255]
  [169 237 255]
  [170 239 255]]

 ..., 
 [[ 94 149 192]
  [ 64  87 113]
  [ 52  69  95]
  ..., 
  [ 26  34  57]
  [ 27  36  57]
  [ 20  29  43]]

 [[ 96 151 196]
  [ 60  82 109]
  [ 50  74  98]
  ..., 
  [ 25  34  54]
  [ 24  34  51]
  [ 18  27  41]]

 [[ 97 152 196]
  [ 61  85 112]
  [ 46  68  93]
  ..., 
  [ 24  33  52]
  [ 26  36  53]
  [ 24  32  49]]]",1
